Date - Heure;Date;Heure;Consommation (MW);Prévision J-1 (MW);Prévision J (MW);Fioul (MW);Charbon (MW);Gaz (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Pompage (MW);Bioénergies (MW);Ech. physiques (MW);Taux de CO2 (g/kWh);Fioul - TAC (MW);Fioul - Cogénération (MW);Fioul - Autres (MW);Gaz - TAC (MW);Gaz - Cogénération (MW);Gaz - CCG (MW);Gaz - Autres (MW);Hydraulique - Fil de l'eau + éclusée (MW);Hydraulique - Lacs (MW);Hydraulique - STEP turbinage (MW);Bioénergies - Déchets (MW);Bioénergies - Biomasse (MW);Bioénergies - Biogaz (MW)
2022-06-01T01:00:00+02:00;2022-06-01;01:00;40359.0;40300.0;40500.0;144.0;3.0;2718.0;29019.0;1899.0;0.0;5542.0;-386.0;1010.0;410.0;44.0;2.0;29.0;113.0;0.0;423.0;2296.0;0.0;4068.0;1101.0;373.0;170.0;563.0;276.0
2022-06-01T01:30:00+02:00;2022-06-01;01:30;40049.0;40500.0;40200.0;144.0;5.0;2980.0;29175.0;1872.0;0.0;5627.0;-386.0;1013.0;-381.0;47.0;2.0;29.0;113.0;0.0;418.0;2563.0;0.0;4033.0;1176.0;418.0;176.0;562.0;276.0
2022-06-01T01:45:00+02:00;2022-06-01;01:45;39832.0;40350.0;40150.0;143.0;5.0;2986.0;29163.0;1911.0;0.0;5242.0;-213.0;1010.0;-415.0;47.0;1.0;29.0;113.0;0.0;417.0;2570.0;0.0;4018.0;814.0;410.0;178.0;562.0;276.0
2022-06-01T02:45:00+02:00;2022-06-01;02:45;38233.0;38050.0;38500.0;144.0;6.0;3254.0;29287.0;1925.0;0.0;5049.0;-590.0;1010.0;-1852.0;50.0;2.0;29.0;113.0;0.0;421.0;2835.0;0.0;3746.0;1055.0;248.0;177.0;562.0;276.0
2022-06-01T03:15:00+02:00;2022-06-01;03:15;37419.0;37050.0;37500.0;143.0;6.0;3305.0;28817.0;1897.0;0.0;4892.0;-908.0;1005.0;-1738.0;52.0;1.0;29.0;113.0;0.0;419.0;2887.0;0.0;3812.0;856.0;224.0;174.0;559.0;276.0
2022-06-01T04:00:00+02:00;2022-06-01;04:00;36257.0;36200.0;36400.0;144.0;6.0;3383.0;29235.0;1782.0;0.0;4560.0;-1459.0;1009.0;-2403.0;53.0;2.0;29.0;113.0;0.0;419.0;2965.0;0.0;3785.0;557.0;218.0;171.0;562.0;276.0
2022-06-01T04:15:00+02:00;2022-06-01;04:15;36414.0;36150.0;36400.0;143.0;6.0;3599.0;29374.0;1707.0;0.0;4652.0;-1631.0;999.0;-2435.0;55.0;1.0;29.0;113.0;0.0;422.0;3179.0;0.0;3820.0;579.0;253.0;168.0;560.0;276.0
2022-06-01T06:15:00+02:00;2022-06-01;06:15;40248.0;39750.0;39750.0;144.0;8.0;3658.0;30656.0;1346.0;254.0;5423.0;-882.0;1006.0;-1365.0;53.0;2.0;29.0;113.0;0.0;420.0;3239.0;0.0;4035.0;1023.0;365.0;163.0;565.0;276.0
2022-06-01T07:00:00+02:00;2022-06-01;07:00;43203.0;43600.0;43200.0;144.0;9.0;4193.0;30686.0;1409.0;533.0;6621.0;-524.0;1006.0;-874.0;55.0;2.0;29.0;113.0;0.0;426.0;3768.0;0.0;4221.0;1384.0;1016.0;166.0;566.0;276.0
2022-06-01T08:00:00+02:00;2022-06-01;08:00;46446.0;47500.0;46500.0;142.0;11.0;4042.0;30586.0;1249.0;1646.0;7173.0;-41.0;1013.0;625.0;51.0;0.0;29.0;113.0;0.0;420.0;3623.0;0.0;4623.0;1341.0;1209.0;166.0;568.0;276.0
2022-06-01T08:15:00+02:00;2022-06-01;08:15;47354.0;48250.0;47250.0;144.0;12.0;4076.0;30595.0;1108.0;2135.0;7098.0;-42.0;1000.0;1228.0;51.0;2.0;29.0;113.0;0.0;417.0;3660.0;0.0;4583.0;1297.0;1218.0;159.0;565.0;276.0
2022-06-01T10:45:00+02:00;2022-06-01;10:45;50621.0;51150.0;50150.0;142.0;13.0;3973.0;30516.0;834.0;6994.0;5839.0;-82.0;1007.0;1385.0;47.0;0.0;29.0;113.0;0.0;411.0;3564.0;0.0;4122.0;994.0;723.0;160.0;566.0;276.0
2022-06-01T12:15:00+02:00;2022-06-01;12:15;52415.0;52400.0;51400.0;144.0;10.0;3979.0;30521.0;979.0;9060.0;5479.0;-200.0;971.0;1472.0;45.0;2.0;29.0;113.0;0.0;409.0;3572.0;0.0;3835.0;887.0;757.0;155.0;545.0;276.0
2022-06-01T14:15:00+02:00;2022-06-01;14:15;51072.0;51000.0;50000.0;142.0;7.0;3755.0;30531.0;1088.0;9626.0;5060.0;-377.0;970.0;270.0;43.0;0.0;29.0;113.0;0.0;413.0;3343.0;0.0;3656.0;762.0;642.0;150.0;544.0;276.0
2022-06-01T14:30:00+02:00;2022-06-01;14:30;50251.0;51000.0;50000.0;142.0;7.0;3392.0;30393.0;1151.0;9505.0;5008.0;-377.0;967.0;63.0;41.0;0.0;29.0;113.0;0.0;409.0;2984.0;0.0;3698.0;754.0;556.0;149.0;544.0;276.0
2022-06-01T17:00:00+02:00;2022-06-01;17:00;47927.0;47400.0;46400.0;143.0;0.0;4387.0;30507.0;1421.0;7520.0;5218.0;-525.0;992.0;-1734.0;50.0;1.0;29.0;113.0;0.0;447.0;3942.0;0.0;3863.0;709.0;646.0;152.0;561.0;276.0
2022-06-01T18:45:00+02:00;2022-06-01;18:45;49023.0;48850.0;47850.0;144.0;141.0;4425.0;30491.0;1495.0;3905.0;7833.0;-33.0;993.0;-371.0;53.0;2.0;29.0;113.0;0.0;451.0;3975.0;0.0;4833.0;1736.0;1264.0;146.0;566.0;276.0
2022-06-01T22:15:00+02:00;2022-06-01;22:15;45241.0;44700.0;43700.0;144.0;526.0;3855.0;30354.0;3321.0;175.0;7024.0;-88.0;979.0;-1049.0;60.0;2.0;29.0;113.0;0.0;457.0;3400.0;0.0;4489.0;1339.0;1196.0;150.0;551.0;276.0
2022-06-01T23:15:00+02:00;2022-06-01;23:15;46522.0;47150.0;46150.0;144.0;445.0;3830.0;30137.0;4366.0;0.0;6535.0;-92.0;984.0;173.0;58.0;2.0;29.0;113.0;0.0;463.0;3368.0;0.0;4245.0;1269.0;1021.0;154.0;551.0;276.0
2022-06-02T00:30:00+02:00;2022-06-02;00:30;42420.0;42400.0;42600.0;143.0;308.0;3454.0;30106.0;4272.0;0.0;5546.0;-33.0;982.0;-2358.0;53.0;1.0;29.0;113.0;0.0;456.0;3000.0;0.0;3866.0;1370.0;310.0;160.0;549.0;276.0
2022-06-02T01:00:00+02:00;2022-06-02;01:00;40356.0;40100.0;40500.0;144.0;329.0;2536.0;30338.0;4229.0;0.0;5416.0;-594.0;991.0;-3033.0;46.0;2.0;29.0;113.0;0.0;460.0;2078.0;0.0;4013.0;1203.0;200.0;162.0;551.0;276.0
2022-06-02T04:30:00+02:00;2022-06-02;04:30;36119.0;36100.0;36100.0;144.0;321.0;2461.0;29528.0;4238.0;0.0;4456.0;-1703.0;987.0;-4313.0;49.0;2.0;29.0;113.0;0.0;450.0;2012.0;0.0;3756.0;570.0;130.0;164.0;550.0;276.0
2022-06-02T05:00:00+02:00;2022-06-02;05:00;36622.0;36500.0;36600.0;143.0;316.0;2383.0;29483.0;4452.0;0.0;4637.0;-1708.0;986.0;-4070.0;47.0;1.0;29.0;113.0;0.0;453.0;1932.0;0.0;3696.0;812.0;129.0;167.0;548.0;276.0
2022-06-02T06:15:00+02:00;2022-06-02;06:15;39804.0;39800.0;39700.0;144.0;325.0;2807.0;30123.0;3976.0;239.0;5033.0;-68.0;990.0;-3765.0;49.0;2.0;29.0;113.0;0.0;462.0;2346.0;0.0;3837.0;722.0;474.0;176.0;531.0;276.0
2022-06-02T13:30:00+02:00;2022-06-02;13:30;51123.0;51500.0;51100.0;141.0;329.0;1816.0;30303.0;1764.0;8764.0;5872.0;-33.0;1004.0;1163.0;34.0;0.0;29.0;113.0;0.0;449.0;1368.0;0.0;4159.0;1033.0;680.0;158.0;557.0;276.0
2022-06-02T14:30:00+02:00;2022-06-02;14:30;50428.0;51100.0;51000.0;142.0;347.0;2022.0;29251.0;1634.0;8948.0;6089.0;-375.0;993.0;1377.0;37.0;0.0;29.0;113.0;0.0;443.0;1580.0;0.0;4273.0;1202.0;614.0;156.0;557.0;276.0
2022-06-02T14:45:00+02:00;2022-06-02;14:45;50064.0;50550.0;50450.0;142.0;348.0;2058.0;29030.0;1606.0;8699.0;6036.0;-375.0;985.0;1535.0;38.0;0.0;29.0;113.0;0.0;444.0;1616.0;0.0;4143.0;1257.0;636.0;155.0;557.0;276.0
2022-06-02T15:30:00+02:00;2022-06-02;15:30;49138.0;49400.0;49100.0;144.0;342.0;1976.0;28567.0;1543.0;8528.0;6039.0;-372.0;991.0;1380.0;37.0;2.0;29.0;113.0;0.0;447.0;1531.0;0.0;4267.0;1173.0;599.0;156.0;555.0;276.0
2022-06-02T17:00:00+02:00;2022-06-02;17:00;47786.0;47700.0;47700.0;139.0;534.0;1656.0;28426.0;1477.0;6540.0;5968.0;-534.0;997.0;2583.0;41.0;0.0;29.0;113.0;0.0;442.0;1215.0;0.0;4346.0;1092.0;530.0;169.0;554.0;276.0
2022-06-02T17:30:00+02:00;2022-06-02;17:30;47755.0;47200.0;47200.0;141.0;541.0;2011.0;28261.0;1527.0;5649.0;6164.0;-33.0;992.0;2502.0;44.0;0.0;29.0;113.0;0.0;447.0;1565.0;0.0;4433.0;1164.0;567.0;162.0;551.0;276.0
2022-06-02T20:30:00+02:00;2022-06-02;20:30;46707.0;45600.0;45800.0;142.0;582.0;3519.0;28493.0;1744.0;766.0;10181.0;-33.0;1014.0;299.0;58.0;0.0;29.0;113.0;0.0;452.0;3068.0;0.0;5457.0;3170.0;1554.0;180.0;558.0;276.0
2022-06-02T20:45:00+02:00;2022-06-02;20:45;45881.0;45050.0;45250.0;144.0;508.0;3553.0;28546.0;1866.0;537.0;9178.0;-33.0;1011.0;571.0;58.0;2.0;29.0;113.0;0.0;449.0;3105.0;0.0;5377.0;2587.0;1214.0;182.0;555.0;276.0
2022-06-02T22:00:00+02:00;2022-06-02;22:00;44933.0;44200.0;44500.0;142.0;511.0;3128.0;29673.0;2960.0;185.0;6959.0;-82.0;1001.0;456.0;55.0;0.0;29.0;113.0;0.0;451.0;2679.0;0.0;5114.0;1243.0;602.0;176.0;555.0;276.0
2022-06-02T22:45:00+02:00;2022-06-02;22:45;47403.0;46250.0;46400.0;140.0;510.0;3569.0;29823.0;3612.0;0.0;7479.0;-90.0;1030.0;1330.0;57.0;0.0;29.0;113.0;0.0;453.0;3117.0;0.0;5031.0;1610.0;838.0;200.0;558.0;276.0
2022-06-02T23:15:00+02:00;2022-06-02;23:15;46511.0;46850.0;47000.0;140.0;419.0;3604.0;29831.0;4137.0;0.0;6586.0;-92.0;1015.0;871.0;56.0;0.0;29.0;113.0;0.0;457.0;3148.0;0.0;4655.0;1180.0;751.0;182.0;554.0;276.0
2022-06-02T23:30:00+02:00;2022-06-02;23:30;46103.0;46300.0;46500.0;140.0;399.0;3311.0;29631.0;4395.0;0.0;6369.0;-256.0;1008.0;1106.0;54.0;0.0;29.0;113.0;0.0;451.0;2861.0;0.0;4596.0;1151.0;622.0;181.0;555.0;276.0
2022-06-03T02:45:00+02:00;2022-06-03;02:45;38217.0;45339.0;45452.0;144.0;228.0;3097.0;29473.0;3267.0;0.0;4488.0;-2012.0;1003.0;-1471.0;51.0;2.0;29.0;113.0;0.0;446.0;2652.0;0.0;3767.0;588.0;133.0;182.0;551.0;276.0
2022-06-03T03:45:00+02:00;2022-06-03;03:45;36676.0;45286.0;45402.0;144.0;143.0;3275.0;28651.0;3021.0;0.0;4452.0;-1983.0;998.0;-2025.0;51.0;2.0;29.0;113.0;0.0;452.0;2824.0;0.0;3768.0;551.0;133.0;179.0;550.0;276.0
2022-06-03T04:00:00+02:00;2022-06-03;04:00;36191.0;45272.0;45390.0;144.0;76.0;3158.0;28668.0;3004.0;0.0;4413.0;-2003.0;1010.0;-2279.0;51.0;2.0;29.0;113.0;0.0;448.0;2711.0;0.0;3778.0;499.0;136.0;181.0;550.0;276.0
2022-06-03T09:00:00+02:00;2022-06-03;09:00;48852.0;45004.0;45142.0;144.0;0.0;4091.0;29940.0;1733.0;2332.0;8092.0;-33.0;980.0;1573.0;50.0;2.0;29.0;113.0;0.0;452.0;3640.0;0.0;4941.0;1966.0;1185.0;181.0;522.0;276.0
2022-06-03T09:15:00+02:00;2022-06-03;09:15;49118.0;44991.0;45130.0;144.0;0.0;3992.0;29946.0;1622.0;2481.0;7658.0;-33.0;980.0;2329.0;50.0;2.0;29.0;113.0;0.0;453.0;3540.0;0.0;4773.0;1802.0;1083.0;181.0;520.0;276.0
2022-06-03T10:30:00+02:00;2022-06-03;10:30;50590.0;44924.0;45068.0;171.0;0.0;3897.0;30213.0;1153.0;4265.0;6613.0;-82.0;992.0;3370.0;50.0;29.0;29.0;113.0;0.0;447.0;3451.0;0.0;4612.0;1324.0;677.0;182.0;544.0;276.0
2022-06-03T11:45:00+02:00;2022-06-03;11:45;51808.0;44857.0;45006.0;307.0;0.0;3786.0;30034.0;1057.0;6018.0;6712.0;-88.0;1002.0;2981.0;50.0;165.0;29.0;113.0;0.0;445.0;3342.0;0.0;4627.0;1443.0;642.0;182.0;551.0;276.0
2022-06-03T14:30:00+02:00;2022-06-03;14:30;50020.0;44709.0;44870.0;144.0;1.0;3631.0;29912.0;1306.0;8262.0;5052.0;-709.0;982.0;1439.0;50.0;2.0;29.0;113.0;0.0;408.0;3224.0;0.0;3943.0;1018.0;91.0;157.0;549.0;276.0
2022-06-03T15:00:00+02:00;2022-06-03;15:00;49666.0;44682.0;44845.0;143.0;1.0;3626.0;29917.0;1367.0;8242.0;4953.0;-709.0;985.0;1141.0;50.0;1.0;29.0;113.0;0.0;412.0;3216.0;0.0;3864.0;997.0;92.0;157.0;550.0;276.0
2022-06-03T15:45:00+02:00;2022-06-03;15:45;48580.0;44642.0;44808.0;143.0;4.0;3738.0;29935.0;1420.0;7478.0;5051.0;-879.0;1013.0;677.0;50.0;1.0;29.0;113.0;0.0;443.0;3296.0;0.0;3913.0;1047.0;91.0;184.0;551.0;276.0
2022-06-03T16:45:00+02:00;2022-06-03;16:45;47571.0;44589.0;44759.0;143.0;5.0;3693.0;29971.0;1443.0;6487.0;5194.0;-710.0;1006.0;339.0;50.0;1.0;29.0;113.0;0.0;433.0;3262.0;0.0;3869.0;1236.0;89.0;181.0;552.0;276.0
2022-06-03T17:00:00+02:00;2022-06-03;17:00;47325.0;44575.0;44746.0;143.0;5.0;3728.0;29964.0;1454.0;6032.0;5251.0;-710.0;1007.0;451.0;50.0;1.0;29.0;113.0;0.0;432.0;3297.0;0.0;3851.0;1311.0;89.0;182.0;554.0;276.0
2022-06-03T18:45:00+02:00;2022-06-03;18:45;48208.0;44481.0;44660.0;144.0;4.0;3872.0;30061.0;1776.0;3035.0;7030.0;-41.0;1012.0;1315.0;50.0;2.0;29.0;113.0;0.0;436.0;3438.0;0.0;4394.0;1649.0;987.0;184.0;551.0;276.0
2022-06-03T20:15:00+02:00;2022-06-03;20:15;46224.0;44401.0;44586.0;144.0;3.0;3901.0;29943.0;2206.0;794.0;7672.0;-41.0;1006.0;596.0;49.0;2.0;29.0;113.0;0.0;437.0;3465.0;0.0;4914.0;1832.0;926.0;182.0;546.0;276.0
2022-06-03T20:45:00+02:00;2022-06-03;20:45;44651.0;44374.0;44561.0;144.0;2.0;3731.0;29913.0;2422.0;477.0;7054.0;-41.0;1006.0;-57.0;49.0;2.0;29.0;113.0;0.0;440.0;3292.0;0.0;4839.0;1376.0;839.0;181.0;546.0;276.0
2022-06-03T21:00:00+02:00;2022-06-03;21:00;44487.0;44361.0;44548.0;144.0;3.0;3629.0;29931.0;2496.0;331.0;7051.0;-41.0;1008.0;-65.0;49.0;2.0;29.0;113.0;0.0;439.0;3191.0;0.0;4841.0;1375.0;835.0;185.0;546.0;276.0
2022-06-03T21:45:00+02:00;2022-06-03;21:45;44010.0;44321.0;44511.0;144.0;4.0;3119.0;29948.0;2829.0;205.0;6899.0;-200.0;1003.0;59.0;49.0;2.0;29.0;113.0;0.0;445.0;2676.0;0.0;4906.0;1192.0;801.0;187.0;544.0;276.0
2022-06-03T22:30:00+02:00;2022-06-03;22:30;44967.0;44280.0;44474.0;144.0;5.0;3317.0;29680.0;3104.0;175.0;6967.0;-248.0;1007.0;816.0;49.0;2.0;29.0;113.0;0.0;443.0;2876.0;0.0;5073.0;1290.0;604.0;190.0;546.0;276.0
2022-06-03T23:00:00+02:00;2022-06-03;23:00;46017.0;44254.0;44449.0;144.0;4.0;3511.0;29472.0;3152.0;0.0;7820.0;-260.0;1008.0;1166.0;49.0;2.0;29.0;113.0;0.0;440.0;3072.0;0.0;5125.0;1910.0;785.0;185.0;546.0;276.0
2022-06-03T23:15:00+02:00;2022-06-03;23:15;45921.0;44240.0;44437.0;144.0;5.0;3693.0;29236.0;3115.0;0.0;7137.0;-259.0;1005.0;1845.0;49.0;2.0;29.0;113.0;0.0;447.0;3248.0;0.0;4842.0;1450.0;845.0;182.0;548.0;276.0
2022-06-04T01:15:00+02:00;2022-06-04;01:15;40050.0;39550.0;39950.0;144.0;10.0;2773.0;28273.0;2921.0;0.0;5091.0;-219.0;1004.0;53.0;45.0;2.0;29.0;113.0;0.0;436.0;2338.0;0.0;3907.0;1005.0;179.0;186.0;547.0;276.0
2022-06-04T01:30:00+02:00;2022-06-04;01:30;39396.0;39500.0;39900.0;144.0;15.0;2233.0;27932.0;2953.0;0.0;5023.0;-220.0;1009.0;307.0;40.0;2.0;29.0;113.0;0.0;435.0;1799.0;0.0;3848.0;994.0;181.0;189.0;547.0;276.0
2022-06-04T02:30:00+02:00;2022-06-04;02:30;37922.0;36900.0;38100.0;144.0;14.0;1484.0;27614.0;3245.0;0.0;4839.0;-912.0;1006.0;488.0;34.0;2.0;29.0;113.0;0.0;434.0;1052.0;0.0;3952.0;755.0;132.0;186.0;548.0;276.0
2022-06-04T03:00:00+02:00;2022-06-04;03:00;36397.0;35400.0;36600.0;144.0;17.0;1380.0;27678.0;3033.0;0.0;4660.0;-1239.0;1015.0;-291.0;33.0;2.0;29.0;113.0;0.0;437.0;944.0;0.0;3901.0;623.0;136.0;188.0;549.0;276.0
2022-06-04T06:15:00+02:00;2022-06-04;06:15;34473.0;33200.0;34200.0;144.0;15.0;1532.0;27474.0;2305.0;236.0;4763.0;-2152.0;1007.0;-851.0;36.0;2.0;29.0;113.0;0.0;436.0;1097.0;0.0;3839.0;804.0;120.0;179.0;548.0;276.0
2022-06-04T06:45:00+02:00;2022-06-04;06:45;34854.0;33750.0;34900.0;144.0;14.0;1458.0;27346.0;2341.0;389.0;4822.0;-1940.0;1009.0;-729.0;35.0;2.0;29.0;113.0;0.0;435.0;1024.0;0.0;3861.0;840.0;121.0;179.0;554.0;276.0
2022-06-04T07:45:00+02:00;2022-06-04;07:45;36684.0;36000.0;37050.0;144.0;14.0;1605.0;27511.0;2342.0;1215.0;5014.0;-1897.0;1014.0;-278.0;36.0;2.0;29.0;113.0;0.0;441.0;1165.0;0.0;3907.0;949.0;158.0;179.0;558.0;276.0
2022-06-04T09:15:00+02:00;2022-06-04;09:15;41419.0;40400.0;41200.0;144.0;14.0;2308.0;28199.0;1544.0;3667.0;5046.0;-1744.0;1014.0;1227.0;40.0;2.0;29.0;113.0;0.0;435.0;1874.0;0.0;4018.0;843.0;185.0;191.0;546.0;276.0
2022-06-04T09:30:00+02:00;2022-06-04;09:30;41792.0;41100.0;41600.0;144.0;14.0;2365.0;28070.0;1436.0;4012.0;5019.0;-1745.0;1002.0;1475.0;41.0;2.0;29.0;113.0;0.0;433.0;1933.0;0.0;3993.0;843.0;183.0;181.0;549.0;276.0
2022-06-04T12:30:00+02:00;2022-06-04;12:30;47215.0;45000.0;46300.0;144.0;17.0;2456.0;27828.0;1315.0;7534.0;5078.0;-1004.0;987.0;2860.0;38.0;2.0;29.0;113.0;0.0;436.0;2021.0;0.0;3849.0;714.0;515.0;172.0;547.0;276.0
2022-06-04T13:00:00+02:00;2022-06-04;13:00;47182.0;46600.0;48100.0;144.0;17.0;2333.0;28165.0;1421.0;7627.0;5449.0;-976.0;1003.0;1999.0;36.0;2.0;29.0;113.0;0.0;435.0;1900.0;0.0;3981.0;875.0;593.0;169.0;548.0;276.0
2022-06-04T13:30:00+02:00;2022-06-04;13:30;46043.0;44600.0;46000.0;143.0;18.0;2110.0;27729.0;1448.0;7805.0;5107.0;-1113.0;985.0;1811.0;34.0;1.0;29.0;113.0;0.0;434.0;1677.0;0.0;3852.0;773.0;482.0;174.0;546.0;276.0
2022-06-04T14:45:00+02:00;2022-06-04;14:45;43869.0;43250.0;44350.0;144.0;19.0;2341.0;27590.0;1578.0;7373.0;4513.0;-1859.0;1003.0;1167.0;38.0;2.0;29.0;113.0;0.0;430.0;1913.0;0.0;3805.0;637.0;71.0;180.0;546.0;276.0
2022-06-04T16:30:00+02:00;2022-06-04;16:30;41746.0;41600.0;41700.0;144.0;22.0;2353.0;26913.0;1921.0;6042.0;5038.0;-1981.0;985.0;309.0;39.0;2.0;29.0;113.0;0.0;404.0;1950.0;0.0;3859.0;854.0;325.0;175.0;528.0;276.0
2022-06-04T19:00:00+02:00;2022-06-04;19:00;42838.0;42900.0;43200.0;143.0;19.0;3957.0;26828.0;2367.0;2504.0;6531.0;-41.0;993.0;-463.0;54.0;1.0;29.0;113.0;0.0;407.0;3551.0;0.0;4091.0;1090.0;1350.0;169.0;554.0;276.0
2022-06-04T19:15:00+02:00;2022-06-04;19:15;42635.0;42800.0;43100.0;143.0;20.0;3984.0;26827.0;2338.0;2144.0;6681.0;-41.0;1002.0;-463.0;54.0;1.0;29.0;113.0;0.0;412.0;3573.0;0.0;4277.0;1109.0;1295.0;169.0;557.0;276.0
2022-06-04T23:00:00+02:00;2022-06-04;23:00;43313.0;43900.0;44000.0;144.0;19.0;3528.0;27027.0;3233.0;0.0;7399.0;-82.0;1001.0;1044.0;50.0;2.0;29.0;113.0;0.0;422.0;3107.0;0.0;4580.0;1534.0;1285.0;176.0;550.0;276.0
2022-06-04T23:30:00+02:00;2022-06-04;23:30;42588.0;43800.0;43900.0;143.0;17.0;3434.0;26952.0;2724.0;0.0;6963.0;-96.0;998.0;1453.0;51.0;1.0;29.0;113.0;0.0;421.0;3014.0;0.0;4419.0;1135.0;1409.0;182.0;550.0;276.0
2022-06-05T01:30:00+02:00;2022-06-05;01:30;37214.0;37800.0;37800.0;144.0;11.0;1823.0;25525.0;2591.0;0.0;5146.0;-522.0;1004.0;1492.0;39.0;2.0;29.0;113.0;0.0;380.0;1444.0;0.0;3870.0;697.0;579.0;183.0;548.0;276.0
2022-06-05T01:45:00+02:00;2022-06-05;01:45;37191.0;37500.0;37550.0;143.0;12.0;1680.0;25456.0;2842.0;0.0;5187.0;-449.0;1005.0;1315.0;37.0;1.0;29.0;113.0;0.0;380.0;1302.0;0.0;3911.0;701.0;575.0;181.0;549.0;276.0
2022-06-05T05:00:00+02:00;2022-06-05;05:00;32213.0;31800.0;32400.0;142.0;15.0;1537.0;24947.0;1815.0;0.0;4184.0;-2344.0;1000.0;917.0;41.0;0.0;29.0;113.0;0.0;412.0;1126.0;0.0;3792.0;270.0;122.0;176.0;550.0;276.0
2022-06-05T10:15:00+02:00;2022-06-05;10:15;38937.0;39150.0;38650.0;141.0;15.0;1444.0;25007.0;2473.0;4460.0;4551.0;-1249.0;1002.0;1093.0;33.0;0.0;29.0;113.0;0.0;402.0;1044.0;0.0;3854.0;563.0;134.0;181.0;548.0;276.0
2022-06-05T10:30:00+02:00;2022-06-05;10:30;39028.0;39700.0;39000.0;142.0;15.0;1366.0;24914.0;2674.0;4738.0;4511.0;-1261.0;1008.0;921.0;32.0;0.0;29.0;113.0;0.0;402.0;966.0;0.0;3844.0;532.0;135.0;182.0;549.0;276.0
2022-06-05T12:15:00+02:00;2022-06-05;12:15;42127.0;42850.0;42250.0;142.0;17.0;1704.0;24998.0;3305.0;5931.0;5596.0;-764.0;997.0;201.0;32.0;0.0;29.0;113.0;0.0;401.0;1304.0;0.0;3836.0;1083.0;677.0;178.0;547.0;276.0
2022-06-05T12:45:00+02:00;2022-06-05;12:45;43536.0;43750.0;42950.0;141.0;16.0;1631.0;25090.0;3708.0;6259.0;6437.0;-775.0;997.0;32.0;30.0;0.0;29.0;113.0;0.0;402.0;1230.0;0.0;3939.0;1631.0;867.0;180.0;549.0;276.0
2022-06-05T13:30:00+02:00;2022-06-05;13:30;41966.0;42200.0;41900.0;142.0;14.0;1480.0;25417.0;4378.0;6969.0;5779.0;-840.0;994.0;-2367.0;28.0;0.0;29.0;113.0;0.0;401.0;1080.0;0.0;3854.0;1168.0;757.0;173.0;548.0;276.0
2022-06-05T14:15:00+02:00;2022-06-05;14:15;39897.0;40900.0;40150.0;142.0;17.0;1723.0;25696.0;4323.0;6660.0;4749.0;-1203.0;983.0;-3193.0;31.0;0.0;29.0;113.0;0.0;401.0;1323.0;0.0;3630.0;982.0;137.0;157.0;550.0;276.0
2022-06-05T14:30:00+02:00;2022-06-05;14:30;39381.0;40800.0;40000.0;142.0;14.0;1624.0;25612.0;4571.0;6728.0;4128.0;-1354.0;980.0;-3064.0;31.0;0.0;29.0;113.0;0.0;409.0;1217.0;0.0;3591.0;401.0;136.0;155.0;549.0;276.0
2022-06-05T15:15:00+02:00;2022-06-05;15:15;38832.0;39750.0;38650.0;142.0;18.0;1734.0;25772.0;4618.0;6319.0;4138.0;-1853.0;985.0;-3041.0;32.0;0.0;29.0;113.0;0.0;402.0;1333.0;0.0;3583.0;418.0;137.0;157.0;550.0;276.0
2022-06-05T16:00:00+02:00;2022-06-05;16:00;38142.0;39100.0;38100.0;142.0;15.0;1499.0;25408.0;5294.0;6755.0;4632.0;-2315.0;982.0;-4270.0;30.0;0.0;29.0;113.0;0.0;400.0;1101.0;0.0;3745.0;752.0;135.0;155.0;554.0;276.0
2022-06-05T16:15:00+02:00;2022-06-05;16:15;37497.0;38900.0;37850.0;142.0;16.0;1436.0;25196.0;5285.0;6261.0;4917.0;-2232.0;976.0;-4500.0;29.0;0.0;29.0;113.0;0.0;400.0;1038.0;0.0;3929.0;854.0;134.0;159.0;549.0;276.0
2022-06-05T16:30:00+02:00;2022-06-05;16:30;37079.0;38700.0;37600.0;142.0;19.0;1471.0;25413.0;5323.0;5899.0;5012.0;-2218.0;986.0;-4968.0;30.0;0.0;29.0;113.0;0.0;384.0;1089.0;0.0;3995.0;880.0;137.0;157.0;550.0;276.0
2022-06-05T20:45:00+02:00;2022-06-05;20:45;39099.0;40200.0;39850.0;142.0;21.0;2842.0;27128.0;3513.0;506.0;5734.0;-47.0;976.0;-1716.0;45.0;0.0;29.0;113.0;0.0;420.0;2424.0;0.0;4425.0;791.0;518.0;157.0;546.0;276.0
2022-06-05T22:15:00+02:00;2022-06-05;22:15;40071.0;40800.0;40650.0;142.0;18.0;2501.0;26782.0;3068.0;171.0;5748.0;-41.0;972.0;710.0;43.0;0.0;29.0;113.0;0.0;425.0;2077.0;0.0;4264.0;793.0;691.0;141.0;553.0;276.0
2022-06-05T22:45:00+02:00;2022-06-05;22:45;42529.0;42300.0;42250.0;142.0;20.0;2666.0;26912.0;3203.0;0.0;6818.0;-41.0;968.0;1841.0;43.0;0.0;29.0;113.0;0.0;425.0;2243.0;0.0;4360.0;1390.0;1068.0;148.0;556.0;276.0
